,SV.,SS.,SM.,OA.,V.,ND.,LC.,U.,8N.,Pokémon,,Format,Index
,-,-,-,-,-,-,-,-,-,- (T),,,
,1,-,-,-,1,1,7,1,-,Varoom,,,
,1,-,-,-,-,-,-,-,-,Varoom (T),,,
,7,-,-,-,4,8,-,7,-,Revavroom,,,
,8,-,-,-,-,-,-,-,-,Revavroom (T),,,
,7,-,-,-,6,8,-,7,-,Cyclizar,,,
,7,-,-,-,-,-,-,-,-,Cyclizar (T),,,
,2,-,-,-,5,2,-,6,-,Orthworm,,,
,2,-,-,-,-,-,-,-,-,Orthworm (T),,,
,1,-,-,-,1,1,12,1,-,Glimmet,,,
,1,-,-,-,-,-,-,-,-,Glimmet (T),,,
,12,-,-,-,13,13,-,15,-,Glimmora,,,
,12,-,-,-,-,-,-,-,-,Glimmora (T),,,
,1,-,-,-,1,1,10,1,-,Greavard,,,
,1,-,-,-,-,-,-,-,-,Greavard (T),,,
,4,-,-,-,6,3,-,5,-,Houndstone,,,
,4,-,-,-,-,-,-,-,-,Houndstone (T),,,
,3,-,-,-,3,3,-,7,-,Flamigo,,,
,3,-,-,-,-,-,-,-,-,Flamigo (T),,,
,1,-,-,-,1,1,7,1,-,Cetoddle,,,
,1,-,-,-,-,-,-,-,-,Cetoddle (T),,,
,6,-,-,-,6,5,-,6,-,Cetitan,,,
,6,-,-,-,-,-,-,-,-,Cetitan (T),,,
,2,-,-,-,5,2,-,2,-,Veluza,,,
,2,-,-,-,-,-,-,-,-,Veluza (T),,,
,7,-,-,-,12,7,-,12,-,Dondozo,,,
,7,-,-,-,-,-,-,-,-,Dondozo (T),,,
,3,-,-,-,16,3,-,3,-,Tatsugiri,,,
,3,-,-,-,-,-,-,-,-,Tatsugiri (T),,,
,12,-,-,-,18,14,-,13,-,Annihilape,,,
,14,-,-,-,-,-,-,-,-,Annihilape (T),,,
,8,-,-,-,2,8,-,13,-,Clodsire,,,
,8,-,-,-,-,-,-,-,-,Clodsire (T),,,
,2,-,-,-,13,2,-,4,-,Farigiraf,,,
,2,-,-,-,-,-,-,-,-,Farigiraf (T),,,
,7,-,-,-,4,7,-,9,-,Dudunsparce,,,
,7,-,-,-,-,-,-,-,-,Dudunsparce (T),,,
,11,-,-,-,17,13,-,15,-,Kingambit,,,
,16,-,-,-,-,-,-,-,-,Kingambit (T),,,
,19,-,-,-,16,19,-,17,-,Great Tusk,,,
,19,-,-,-,-,-,-,-,-,Great Tusk (T),,,
,11,-,-,-,13,11,-,14,-,Scream Tail,,,
,11,-,-,-,-,-,-,-,-,Scream Tail (T),,,
,3,-,-,-,10,4,-,6,-,Brute Bonnet,,,
,3,-,-,-,-,-,-,-,-,Brute Bonnet (T),,,
,99,-,-,-,20,99,-,22,-,Flutter Mane,,,
,99,-,-,-,-,-,-,-,-,Flutter Mane (T),,,
,8,-,-,-,6,9,-,13,-,Slither Wing,,,
,8,-,-,-,-,-,-,-,-,Slither Wing (T),,,
,11,-,-,-,11,11,-,11,-,Sandy Shocks,,,
,11,-,-,-,-,-,-,-,-,Sandy Shocks (T),,,
,16,-,-,-,11,16,-,15,-,Iron Treads,,,
,16,-,-,-,-,-,-,-,-,Iron Treads (T),,,
,15,-,-,-,16,17,-,18,-,Iron Bundle,,,
,-,-,-,-,-,-,-,-,-,Iron Bundle (T),,,
,13,-,-,-,19,14,-,14,-,Iron Hands,,,
,14,-,-,-,-,-,-,-,-,Iron Hands (T),,,
,8,-,-,-,13,9,-,8,-,Iron Jugulis,,,
,9,-,-,-,-,-,-,-,-,Iron Jugulis (T),,,
,12,-,-,-,12,14,-,15,-,Iron Moth,,,
,14,-,-,-,-,-,-,-,-,Iron Moth (T),,,
,5,-,-,-,4,4,-,6,-,Iron Thorns,,,
,5,-,-,-,-,-,-,-,-,Iron Thorns (T),,,
,1,-,-,-,1,1,6,1,-,Frigibax,,,
,1,-,-,-,-,-,-,-,-,Frigibax (T),,,
,1,-,-,-,1,1,-,1,-,Arctibax,,,
,1,-,-,-,-,-,-,-,-,Arctibax (T),,,
,15,-,-,-,14,15,-,14,-,Baxcalibur,,,
,-,-,-,-,-,-,-,-,-,Baxcalibur (T),,,
,1,-,-,-,1,1,5,1,-,Gimmighoul,,,
,1,-,-,-,-,-,-,-,-,Gimmighoul (T),,,
,15,-,-,-,18,16,-,15,-,Gholdengo,,,
,15,-,-,-,-,-,-,-,-,Gholdengo (T),,,
,5,-,-,-,5,4,-,8,-,Wo-Chien,,,
,5,-,-,-,-,-,-,-,-,Wo-Chien (T),,,
,99,-,-,-,20,99,-,22,-,Chien-Pao,,,
,99,-,-,-,-,-,-,-,-,Chien-Pao (T),,,
,16,-,-,-,15,16,-,17,-,Ting-Lu,,,
,16,-,-,-,-,-,-,-,-,Ting-Lu (T),,,
,15,-,-,-,19,15,-,19,-,Chi-Yu,,,
,16,-,-,-,-,-,-,-,-,Chi-Yu (T),,,
,16,-,-,-,19,16,-,14,-,Roaring Moon,,,
,-,-,-,-,-,-,-,-,-,Roaring Moon (T),,,
,20,-,-,-,10,19,-,18,-,Iron Valiant,,,
,-,-,-,-,-,-,-,-,-,Iron Valiant (T),,,
,99,-,-,-,99,99,-,99,-,Koraidon,,,
,99,-,-,-,-,-,-,-,-,Koraidon (T),,,
,99,-,-,-,99,99,-,99,-,Miraidon,,,
,99,-,-,-,-,-,-,-,-,Miraidon (T),,,
,13,-,-,-,12,14,-,16,-,Walking Wake,,,
,15,-,-,-,-,-,-,-,-,Walking Wake (T),,,
,5,-,-,-,5,6,-,10,-,Iron Leaves,,,
,6,-,-,-,-,-,-,-,-,Iron Leaves (T),,,
,1,-,-,-,2,1,-,3,-,Dipplin,,,
,1,-,-,-,-,-,-,-,-,Dipplin (T),,,
,1,-,-,-,2,1,6,1,-,Poltchageist,,,
,1,-,-,-,-,-,-,-,-,Poltchageist (T),,,
,9,-,-,-,16,8,-,7,-,Sinistcha,,,
,12,-,-,-,-,-,-,-,-,Sinistcha (T),,,
,8,-,-,-,11,7,-,7,-,Okidogi,,,
,9,-,-,-,-,-,-,-,-,Okidogi (T),,,
,5,-,-,-,6,6,-,8,-,Munkidori,,,
,5,-,-,-,-,-,-,-,-,Munkidori (T),,,
,8,-,-,-,5,7,-,12,-,Fezandipiti,,,
,8,-,-,-,-,-,-,-,-,Fezandipiti (T),,,
,9,-,-,-,16,11,-,18,-,Ogerpon,,,
,16,-,-,-,-,-,-,-,-,Ogerpon (T),,,
,13,-,-,-,20,15,-,-,-,Ogerpon-Wellspring,,,
,18,-,-,-,-,-,-,-,-,Ogerpon-Wellspring (T),,,
,10,-,-,-,20,11,-,-,-,Ogerpon-Hearthflame,,,
,-,-,-,-,-,-,-,-,-,Ogerpon-Hearthflame (T),,,
,11,-,-,-,18,12,-,-,-,Ogerpon-Cornerstone,,,
,11,-,-,-,-,-,-,-,-,Ogerpon-Cornerstone (T),,,
,12,-,-,-,20,12,-,11,-,Archaludon,,,
,14,-,-,-,-,-,-,-,-,Archaludon (T),,,
,8,-,-,-,5,9,-,10,-,Hydrapple,,,
,16,-,-,-,-,-,-,-,-,Hydrapple (T),,,
,16,-,-,-,18,17,-,16,-,Gouging Fire,,,
,-,-,-,-,-,-,-,-,-,Gouging Fire (T),,,
,14,-,-,-,20,14,-,13,-,Raging Bolt,,,
,19,-,-,-,-,-,-,-,-,Raging Bolt (T),,,
,12,-,-,-,10,12,-,14,-,Iron Boulder,,,
,17,-,-,-,-,-,-,-,-,Iron Boulder (T),,,
,11,-,-,-,16,11,-,9,-,Iron Crown,,,
,13,-,-,-,-,-,-,-,-,Iron Crown (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,18,-,-,-,99,16,-,10,-,Terapagos,,,
,-,-,-,-,-,-,-,-,-,Terapagos (T),,,
,99,-,-,-,-,-,-,99,-,Terapagos-Stellar,,,
,13,-,-,-,99,12,-,14,-,Pecharunt,,,
,14,-,-,-,-,-,-,-,-,Pecharunt (T),,,
